Mouse: H2030IC10dn573 , Patch: 50 , Met: 0 , Label: true positive
Mouse: MCF7IC21dn528 , Patch: 2841 , Met: 0 , Label: true positive
Mouse: MCF7IC21dn528 , Patch: 2845 , Met: 0 , Label: true positive
Mouse: MCF7IC21dn528 , Patch: 2845 , Met: 1 , Label: true positive
Mouse: MCF7IC21dn528 , Patch: 2890 , Met: 0 , Label: true positive
Mouse: MCF7IC21dn528 , Patch: 2890 , Met: 1 , Label: false positive
Mouse: MCF7IC21dn528 , Patch: 2939 , Met: 1 , Label: true positive
Mouse: MCF7IC21dn528 , Patch: 3002 , Met: 0 , Label: true positive
Mouse: MCF7IC21dn528 , Patch: 3002 , Met: 2 , Label: true positive
Mouse: MCF7IC21dn528 , Patch: 3059 , Met: 0 , Label: false positive
Mouse: MCF7IC21dn528 , Patch: 3059 , Met: 1 , Label: false positive
Mouse: MCF7IC21dn528 , Patch: 3067 , Met: 0 , Label: true positive
Mouse: MCF7IC21dn528 , Patch: 3114 , Met: 0 , Label: true positive
Mouse: MCF7IC21dn528 , Patch: 3116 , Met: 1 , Label: true positive
Mouse: MCF7IC21dn528 , Patch: 3147 , Met: 0 , Label: true positive
Mouse: MCF7IC21dn528 , Patch: 3153 , Met: 0 , Label: true positive
Mouse: MCF7IC21dn528 , Patch: 3154 , Met: 0 , Label: true positive
Mouse: MCF7IC21dn528 , Patch: 3227 , Met: 0 , Label: false positive
Mouse: MCF7IC21dn528 , Patch: 3266 , Met: 0 , Label: true positive
Mouse: MCF7IC21dn528 , Patch: 3266 , Met: 1 , Label: true positive
Mouse: MCF7IC21dn528 , Patch: 3274 , Met: 1 , Label: true positive
Mouse: MCF7IC21dn528 , Patch: 3282 , Met: 0 , Label: true positive
Mouse: MCF7IC21dn528 , Patch: 3386 , Met: 1 , Label: true positive
Mouse: MCF7IC21dn528 , Patch: 3394 , Met: 0 , Label: true positive
Mouse: MCF7IC21dn528 , Patch: 3426 , Met: 0 , Label: false positive
Mouse: MCF7IC21dn528 , Patch: 3531 , Met: 0 , Label: true positive
Mouse: MCF7IC21dn528 , Patch: 3698 , Met: 2 , Label: true positive
Mouse: MCF7IC21dn528 , Patch: 3938 , Met: 0 , Label: true positive
Mouse: PC14dn04595 , Patch: 1243 , Met: 0 , Label: false positive
Mouse: PC14dn04595 , Patch: 1363 , Met: 0 , Label: false positive
Mouse: PC14dn04595 , Patch: 1473 , Met: 0 , Label: false positive
Mouse: PC14dn04595 , Patch: 1473 , Met: 1 , Label: false positive
Mouse: PC14dn04595 , Patch: 1474 , Met: 0 , Label: false positive
Mouse: PC14dn04595 , Patch: 1483 , Met: 0 , Label: true positive
Mouse: PC14dn04595 , Patch: 1484 , Met: 0 , Label: true positive
Mouse: PC14dn04595 , Patch: 1584 , Met: 1 , Label: true positive
Mouse: PC14dn04595 , Patch: 1593 , Met: 0 , Label: false positive
Mouse: PC14dn04595 , Patch: 1803 , Met: 0 , Label: true positive
Mouse: PC14dn04595 , Patch: 1816 , Met: 0 , Label: true positive
Mouse: PC14dn04595 , Patch: 2014 , Met: 0 , Label: true positive
Mouse: PC14dn04595 , Patch: 2014 , Met: 1 , Label: true positive
Mouse: PC14dn04595 , Patch: 2035 , Met: 0 , Label: true positive
Mouse: PC14dn04595 , Patch: 2122 , Met: 0 , Label: true positive
Mouse: PC14dn04595 , Patch: 2122 , Met: 2 , Label: true positive
Mouse: PC14dn04595 , Patch: 2172 , Met: 0 , Label: false positive
Mouse: PC14dn04595 , Patch: 2172 , Met: 1 , Label: false positive
Mouse: PC14dn04595 , Patch: 2392 , Met: 1 , Label: true positive
Mouse: PC14dn04595 , Patch: 2404 , Met: 0 , Label: true positive
Mouse: PC14dn04595 , Patch: 2441 , Met: 1 , Label: true positive
Mouse: PC14dn04595 , Patch: 2441 , Met: 3 , Label: true positive
Mouse: PC14dn04595 , Patch: 2506 , Met: 0 , Label: true positive
Mouse: PC14dn04595 , Patch: 2514 , Met: 0 , Label: true positive
Mouse: PC14dn04595 , Patch: 2514 , Met: 1 , Label: true positive
Mouse: PC14dn04595 , Patch: 2515 , Met: 0 , Label: true positive
Mouse: PC14dn04595 , Patch: 2584 , Met: 0 , Label: true positive
Mouse: PC14dn04595 , Patch: 2593 , Met: 1 , Label: false positive
Mouse: PC14dn04595 , Patch: 2602 , Met: 0 , Label: false positive
Mouse: PC14dn04595 , Patch: 2624 , Met: 0 , Label: true positive
Mouse: PC14dn04595 , Patch: 2624 , Met: 1 , Label: false positive
Mouse: PC14dn04595 , Patch: 2654 , Met: 0 , Label: true positive
Mouse: PC14dn04595 , Patch: 2662 , Met: 3 , Label: true positive
Mouse: PC14dn04595 , Patch: 2673 , Met: 0 , Label: true positive
Mouse: PC14dn04595 , Patch: 2723 , Met: 4 , Label: true positive
Mouse: PC14dn04595 , Patch: 2724 , Met: 3 , Label: true positive
Mouse: PC14dn04595 , Patch: 2733 , Met: 0 , Label: false positive
Mouse: PC14dn04595 , Patch: 2733 , Met: 1 , Label: true positive
Mouse: PC14dn04595 , Patch: 3332 , Met: 0 , Label: false positive
Mouse: PC14dn04595 , Patch: 3342 , Met: 0 , Label: true positive
Mouse: PC14dn04595 , Patch: 3353 , Met: 0 , Label: false positive
Mouse: PC14dn04595 , Patch: 3641 , Met: 0 , Label: false positive
Mouse: PC14dn04595 , Patch: 3802 , Met: 0 , Label: true positive
Mouse: PC14dn04595 , Patch: 3802 , Met: 1 , Label: true positive
Mouse: PC14dn04595 , Patch: 2014 , Met: 1000 , Label: false positive
Mouse: PC14dn04595 , Patch: 2014 , Met: 1001 , Label: false positive
Mouse: PC14dn04595 , Patch: 2023 , Met: 1000 , Label: true positive

Total number of samples: 1589
Number of true positives: 1234
Number of false positives: 355
